year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
2004,"Belarus",25.26089,.5518817,25.93865,1.016458,2.531374,2.428647,.6777673,.6509186
2005,"Belarus",25.16072,.5599756,26.65685,.9482296,5.553284,2.0859,1.496131,.5975168
2006,"Belarus",25.30482,.5605373,27.46029,.9073141,7.803534,1.833624,2.155467,.5591275
2007,"Belarus",25.58766,.5674118,28.12788,.8649509,8.994229,1.713609,2.540221,.5390612
2008,"Belarus",25.88964,.568131,28.53775,.8702325,9.243085,1.700757,2.648108,.5452515
2009,"Belarus",26.19888,.5785422,28.82967,.8878459,9.088152,1.716454,2.630783,.5550535
2010,"Belarus",26.42862,.601508,29.03297,.9238164,8.930475,1.778508,2.604355,.5774492
2011,"Belarus",26.59993,.6278811,29.177,.9768925,8.784867,2.001598,2.577065,.647721
2012,"Belarus",26.72238,.6864108,29.3367,1.039295,8.855538,2.292989,2.614324,.736684
1963,"Belgium",25.77269,1.720664,47.82661,1.712938,,,,
1964,"Belgium",25.76508,1.639678,47.86034,1.671332,,,,
1965,"Belgium",25.74756,1.589523,47.89297,1.617779,,,,
1966,"Belgium",25.54113,1.59099,47.8514,1.640107,,,,
1967,"Belgium",25.47734,1.625636,47.88919,1.656029,,,,
1968,"Belgium",25.1336,1.716423,47.73559,1.764941,,,,
1972,"Belgium",25.20065,1.649268,47.44075,1.733748,,,,
1973,"Belgium",25.04957,1.595301,46.92768,1.665529,,,,
1974,"Belgium",24.78133,1.526192,46.43043,1.584718,,,,
1975,"Belgium",24.12782,1.485969,45.02531,1.579531,46.44162,2.06535,20.89749,.9234944
1976,"Belgium",23.51655,1.450961,43.81292,1.575075,46.3531,2.058563,20.29637,.915208
1977,"Belgium",22.47286,1.35789,41.64888,1.745208,46.05725,1.972502,19.17601,1.032207
1978,"Belgium",21.9238,1.414684,40.44064,1.810551,45.80641,2.077873,18.51684,1.050457
1979,"Belgium",21.27756,1.375422,39.00599,2.063945,45.44786,2.095991,17.72844,1.253214
1980,"Belgium",21.33018,1.564683,38.91097,2.052001,45.19897,2.434369,17.58079,1.229658
1981,"Belgium",21.4744,1.598516,39.10706,2.155674,45.10375,2.403239,17.63266,1.265575
1982,"Belgium",21.86967,1.683759,39.79629,2.086222,45.07562,2.510095,17.92661,1.205704
1983,"Belgium",22.17741,1.460745,40.51918,1.848514,45.28301,2.232463,18.34177,1.12876
1984,"Belgium",22.42882,.9983393,41.12246,1.296996,45.4679,1.379479,18.69364,.7231064
1985,"Belgium",22.7,.272003,41.8,.5,45.69387,.679931,19.10314,.4387292
1986,"Belgium",22.84311,.7788821,42.05153,.9908817,45.68406,1.081299,19.20843,.5643235
1987,"Belgium",23.02701,.7204222,42.35591,.9018252,45.63975,.9912829,19.32891,.5096555
1988,"Belgium",23.2,.435774,42.5,.6,45.46955,.9280432,19.3311,.5331592
1989,"Belgium",23.35554,.7247084,43.88349,.9279961,46.78315,.9727517,20.52795,.5321147
1990,"Belgium",23.38582,.7472309,44.95862,1.025005,47.98666,1.024207,21.5728,.6289614
1991,"Belgium",22.95675,.6363716,45.35626,.884874,49.38828,.8560408,22.39951,.5375293
1992,"Belgium",22.2,.286885,45.7,.6,51.44074,.6448942,23.51473,.5134636
1993,"Belgium",23.24406,.3910542,45.91499,.6814352,49.37503,.4960237,22.67093,.4271875
1994,"Belgium",24.58575,.4564628,46.49052,.7126036,47.1155,.6538539,21.90477,.4778451
1995,"Belgium",26.6,.697373,47.3,.9,43.80751,1.312969,20.73024,.8126566
1996,"Belgium",25.56224,.4132295,47.70821,.6327561,46.41867,.5895373,22.14597,.4307602
1997,"Belgium",25,.352235,48.3,.6,48.21997,.6883977,23.27912,.525328
1998,"Belgium",25.88139,.3674374,48.10753,.6447317,46.1997,.4444595,22.22614,.4014004
1999,"Belgium",26.79222,.4896961,47.88821,.7520806,44.05103,.6701496,21.09599,.4939418
2000,"Belgium",27.9,.765644,47.6,1,41.37477,1.434048,19.69677,.9065952
2001,"Belgium",27.26015,.59147,47.28798,.9887189,42.34777,.8399034,20.02782,.6558577
2002,"Belgium",26.79313,.5602927,46.93997,1.103488,42.91168,.7935618,20.14684,.727779
2003,"Belgium",26.3261,.5725238,46.59196,1.278147,43.47939,1.022346,20.26587,.9272326
2004,"Belgium",25.96959,.5442534,46.53256,1.303591,44.17198,.9992964,20.56298,.9507688
2005,"Belgium",25.94009,.4992675,46.32133,1.246464,43.98258,.9010688,20.38124,.894152
2006,"Belgium",25.79945,.4708809,46.2814,1.234447,44.23746,.9018897,20.48195,.9006405
2007,"Belgium",25.72113,.4605054,46.04455,1.226044,44.1202,.9200196,20.32342,.9040869
2008,"Belgium",25.59528,.4658348,46.06734,1.236108,44.42113,.9148152,20.47206,.9076562
2009,"Belgium",25.47269,.4994915,45.99692,1.271896,44.60247,.9362451,20.52423,.9232028
2010,"Belgium",25.34991,.5298682,46.11587,1.351429,45.00941,.9933289,20.76596,.9846123
2011,"Belgium",25.27719,.5749609,46.09231,1.423093,45.13646,1.11009,20.81511,1.055834
2012,"Belgium",25.21937,.6204997,46.19368,1.575675,45.37366,1.331635,20.97431,1.222639
1993,"Belize",51.99225,1.692768,57.62453,3.476372,,,,
1994,"Belize",51.3274,1.50445,57.12225,3.026541,,,,
1995,"Belize",50.94817,1.539442,56.61048,3.132431,,,,
1996,"Belize",49.50698,1.197676,55.51041,2.579898,,,,
1997,"Belize",48.39151,1.038669,54.43663,2.460172,,,,
1998,"Belize",47.19931,.7101592,53.60728,1.971329,,,,
1999,"Belize",46.52254,.6109791,52.94553,1.972857,,,,
2003,"Benin",36.19343,2.055856,42.19344,5.013066,,,,
2004,"Benin",35.89091,1.789018,41.9118,4.42396,,,,
2005,"Benin",35.58839,1.764022,41.63016,4.471606,,,,
2006,"Benin",35.28587,1.990003,41.34852,5.13832,,,,
2003,"Bhutan",44.9405,2.751003,48.76799,7.470489,,,,
2004,"Bhutan",43.95291,2.505702,47.14365,6.810199,,,,
2005,"Bhutan",42.96531,2.379042,45.51931,6.489058,,,,
2006,"Bhutan",41.39014,2.221236,43.28971,6.105505,,,,
2007,"Bhutan",39.81496,2.171449,41.06011,6.024111,,,,
2008,"Bhutan",37.95722,2.313295,38.97673,6.237532,,,,
2009,"Bhutan",37.78159,1.985151,38.06884,6.127755,,,,
2010,"Bhutan",37.60596,1.730569,37.16094,6.515049,,,,
2011,"Bhutan",37.43032,1.585392,36.25305,7.320944,,,,
2012,"Bhutan",37.25469,1.580069,35.34515,8.426178,,,,
1968,"Bolivia",42.35042,.552265,48.96874,1.106818,,,,
1984,"Bolivia",51.86696,3.991723,,,,,,
1985,"Bolivia",52.36073,4.043256,,,,,,
1986,"Bolivia",51.55542,3.937522,,,,,,
1987,"Bolivia",49.03589,3.284454,,,,,,
1988,"Bolivia",46.51636,2.800878,,,,,,
1989,"Bolivia",43.99683,2.583782,44.16247,7.03099,,,,
1990,"Bolivia",43.30087,2.929635,43.66535,6.984243,,,,
1991,"Bolivia",45.37753,3.082309,45.71387,7.071384,,,,
1992,"Bolivia",47.45418,3.558121,47.76239,8.211767,,,,
1993,"Bolivia",49.53084,4.249889,49.81091,10.05314,,,,
1994,"Bolivia",50.16883,3.33997,52.02493,7.211888,,,,
1995,"Bolivia",50.80578,2.848565,54.23895,4.536089,,,,
1996,"Bolivia",51.42036,2.175911,56.45296,2.599984,,,,
1997,"Bolivia",52.03951,1.657672,56.89059,2.378889,,,,
1998,"Bolivia",52.37238,1.791151,57.40513,2.285601,,,,
1999,"Bolivia",52.7426,1.168469,57.91967,2.307971,,,,
2000,"Bolivia",53.0115,1.215946,58.43648,2.365161,,,,
2001,"Bolivia",53.10898,.7546825,58.32888,2.34662,,,,
2002,"Bolivia",53.16602,.8415834,58.4385,2.474622,,,,
2003,"Bolivia",52.27896,.7347285,57.42997,2.193568,,,,
2004,"Bolivia",51.3919,.6724463,56.42144,2.050116,,,,
2005,"Bolivia",50.50483,.6673357,55.41291,2.073032,,,,
2006,"Bolivia",49.64807,.6436926,54.83895,2.011112,,,,
2007,"Bolivia",48.76836,.6266552,53.97356,1.906263,,,,
2008,"Bolivia",47.9485,.6457331,53.39614,1.984926,,,,
2009,"Bolivia",46.00899,.6015894,51.15467,1.981613,,,,
2010,"Bolivia",44.58567,.5669528,49.35678,2.089678,,,,
2011,"Bolivia",43.16235,.5635424,47.5589,2.311582,,,,
2012,"Bolivia",42.25863,.6229508,46.25723,2.771313,,,,
1991,"Bosnia and Herzegovina",35.09239,1.976553,38.0963,4.370265,,,,
1992,"Bosnia and Herzegovina",34.41661,1.850619,37.3584,4.07396,,,,
1993,"Bosnia and Herzegovina",33.74083,1.73179,36.6205,3.789329,,,,
1994,"Bosnia and Herzegovina",33.06504,1.621629,35.8826,3.519205,,,,
1995,"Bosnia and Herzegovina",32.38926,1.522016,35.1447,3.267188,,,,
1996,"Bosnia and Herzegovina",31.71348,1.435153,34.40681,3.037789,,,,
1997,"Bosnia and Herzegovina",31.0377,1.363476,33.66891,2.836501,,,,
1998,"Bosnia and Herzegovina",30.36192,1.309483,32.93101,2.669689,,,,
1999,"Bosnia and Herzegovina",29.68613,1.275421,32.19311,2.544144,,,,
2000,"Bosnia and Herzegovina",29.01035,1.262903,31.45521,2.466177,,,,
2001,"Bosnia and Herzegovina",28.33457,1.272567,30.71731,2.440351,,,,
2002,"Bosnia and Herzegovina",29.7271,1.210639,32.27967,2.341033,,,,
2003,"Bosnia and Herzegovina",31.11963,1.224209,33.84202,2.373309,,,,
2004,"Bosnia and Herzegovina",32.79788,1.357782,35.67782,2.589595,,,,
2005,"Bosnia and Herzegovina",33.15134,1.295964,36.12696,2.516284,,,,
2006,"Bosnia and Herzegovina",33.66566,1.377634,36.71277,2.642703,,,,
2007,"Bosnia and Herzegovina",34.17997,1.539563,37.29859,2.911433,,,,
1971,"Botswana",55.98623,8.487492,58.35741,5.333686,,,,
1985,"Botswana",51.96538,2.173589,57.08881,7.230622,,,,
1986,"Botswana",51.93269,1.988761,56.88037,6.176573,,,,
1987,"Botswana",52.41712,1.955308,57.63919,6.005338,,,,
1988,"Botswana",52.90154,1.966401,58.39801,5.957329,,,,
1989,"Botswana",53.38596,2.021306,59.15683,6.03549,,,,
1990,"Botswana",53.87038,2.116617,59.91565,6.235075,,,,
1991,"Botswana",54.35481,2.247197,60.67447,6.544987,,,,
1992,"Botswana",54.83923,2.407316,61.43329,6.950482,,,,
1993,"Botswana",55.32365,2.591502,62.19211,7.435942,,,,
1994,"Botswana",54.19915,2.269124,61.16122,6.105079,,,,
1995,"Botswana",53.99768,2.178667,60.80881,5.80247,,,,
1996,"Botswana",53.79622,2.103559,60.4564,5.534128,,,,
1997,"Botswana",53.59476,2.045491,60.10399,5.305254,,,,
1998,"Botswana",53.3933,2.005945,59.75158,5.121144,,,,
1999,"Botswana",53.19183,1.986026,59.39917,4.986757,,,,
2000,"Botswana",52.99037,1.986325,59.04676,4.906181,,,,
2001,"Botswana",52.78891,2.006834,58.69435,4.882082,,,,
2002,"Botswana",52.58744,2.046945,58.34193,4.91529,,,,
2003,"Botswana",52.38598,2.105537,57.98952,5.004665,,,,
2004,"Botswana",52.05791,2.156658,57.68671,5.428596,,,,
2005,"Botswana",51.72984,2.293424,57.38391,6.036401,,,,
1960,"Brazil",47.41923,3.597633,54.41273,4.20906,,,,
1970,"Brazil",51.22221,.6401888,59.2426,1.368391,,,,
1974,"Brazil",55.32476,1.716992,57.31973,10.4406,,,,
1979,"Brazil",50.9558,.7288232,58.77718,1.060388,,,,
1981,"Brazil",50.45395,.4038101,58.23859,.6200438,,,,
1982,"Brazil",50.16646,.2742947,57.94907,.4367168,,,,
1983,"Brazil",50.05343,.2685478,57.84246,.4252174,,,,
1984,"Brazil",50.09277,.2537407,57.93599,.3909061,,,,
1985,"Brazil",50.28394,.2562197,58.19966,.3927141,13.59946,.3400406,7.915723,.2365999
1986,"Brazil",50.87132,.2517808,58.92609,.3844039,13.66788,.3305516,8.054777,.2326502
1987,"Brazil",51.60237,.2463348,59.8054,.3871408,13.71476,.3288608,8.203033,.2360553
1988,"Brazil",52.28769,.2406076,60.62813,.3953255,13.75514,.3359976,8.340435,.2458195
1989,"Brazil",52.78124,.2460147,61.21097,.4107671,13.76983,.3661903,8.429735,.2680615
1990,"Brazil",52.66936,.2576776,61.0952,.4620955,13.78887,.4221336,8.425841,.3097796
1991,"Brazil",52.28236,.3202549,60.64036,.5595167,13.7795,.4822924,8.358002,.3547769
1992,"Brazil",51.89536,.405046,60.18552,.6901439,13.76886,.6500409,8.290162,.4654567
1993,"Brazil",51.71865,.3892447,59.97642,.6561105,13.76346,.6134083,8.257768,.4379597
1994,"Brazil",51.72851,.4777869,59.96571,.7664491,13.72959,.7847449,8.237199,.5484977
1995,"Brazil",51.7518,.3207287,59.99055,.5381153,13.7302,.4922273,8.238751,.3527152
1996,"Brazil",51.71119,.3044752,59.92217,.5089862,13.69981,.4770467,8.21098,.3398173
1997,"Brazil",51.62123,.1837244,59.80787,.337945,13.68686,.3023144,8.186632,.2194199
1998,"Brazil",51.40858,.2904526,59.50977,.4618449,13.61099,.4156817,8.10119,.2941857
1999,"Brazil",51.19858,.288341,59.22519,.4511367,13.55058,.4123544,8.026613,.289063
2000,"Brazil",50.85688,.421754,58.75479,.6069934,13.43801,.6584167,7.897909,.441322
2001,"Brazil",50.60126,.2772846,58.4248,.4168368,13.38897,.3966454,7.823538,.2709455
2002,"Brazil",50.20905,.26943,57.89559,.3951505,13.27495,.3793877,7.686539,.2554431
2003,"Brazil",49.88351,.1456649,57.45495,.2281363,13.1775,.2024793,7.571441,.1386868
2004,"Brazil",49.45939,.1330066,56.81647,.1896562,12.94851,.1721554,7.357083,.1140849
2005,"Brazil",49.0564,.113257,56.17788,.1357937,12.67654,.1242263,7.121475,.0777949
2006,"Brazil",48.7,.120208,55.5,.1,12.2574,.2001108,6.803459,.1148526
2007,"Brazil",48.02151,.0839712,55.05315,.0766455,12.77245,.1036844,7.031642,.0587677
2008,"Brazil",47.27254,.0778377,54.50275,.0746901,13.26575,.0957745,7.230207,.0543649
2009,"Brazil",46.3,.1033975,53.8,.1,13.93402,.1755146,7.496371,.10053
2010,"Brazil",45.90264,.0974787,53.74833,.0843993,14.59708,.1361244,7.845697,.075393
2011,"Brazil",45.5,.131841,53.7,.1,15.26123,.2071977,8.195024,.1147879
2012,"Brazil",45.55488,.1962255,53.7628,.2739542,15.26577,.375816,8.207924,.2294218
1960,"Bulgaria",25.15001,4.22038,27.52435,6.106808,,,,
1962,"Bulgaria",22.61118,2.993709,25.06344,4.994834,,,,
1963,"Bulgaria",20.72487,2.44445,23.26919,5.004628,,,,
1964,"Bulgaria",19.66915,2.109373,22.08065,4.040194,,,,
1965,"Bulgaria",18.32873,1.796502,20.65224,3.873413,,,,
1966,"Bulgaria",16.87598,1.402695,18.91812,2.716828,,,,
1967,"Bulgaria",16.01974,1.033008,17.85938,2.129135,,,,
1968,"Bulgaria",15.36939,.7051748,17.00158,1.256326,,,,
1969,"Bulgaria",15.34583,.4969603,16.90107,.8825207,,,,
1970,"Bulgaria",15.65307,.4403971,17.18446,.7241741,,,,
1971,"Bulgaria",15.97549,.4520264,17.52924,.7319247,,,,
1972,"Bulgaria",16.157,.455822,17.7181,.7467583,,,,
1973,"Bulgaria",16.47044,.5328951,18.09426,.9771246,,,,
1974,"Bulgaria",17.15673,.6938084,18.91142,1.408148,,,,
1975,"Bulgaria",18.75045,1.076021,20.7759,2.44453,,,,
1976,"Bulgaria",20.72704,1.515855,23.06056,3.543638,,,,
1977,"Bulgaria",22.77522,2.026593,25.43132,4.859698,,,,
1978,"Bulgaria",23.94567,2.357475,26.81874,5.693566,,,,
1979,"Bulgaria",24.08766,2.537023,27.03802,6.091908,,,,
1980,"Bulgaria",23.56362,2.529863,26.55477,6.120593,,,,
1981,"Bulgaria",22.87611,2.496319,25.83189,5.909281,,,,
1982,"Bulgaria",22.48749,2.410605,25.48909,5.844337,,,,
1983,"Bulgaria",22.38424,2.376981,25.31672,5.712593,,,,
1984,"Bulgaria",22.0452,2.297535,24.93576,5.659551,,,,
1985,"Bulgaria",21.67376,2.235229,24.40327,5.451512,,,,
1986,"Bulgaria",20.88782,2.095881,23.36162,5.119095,,,,
1987,"Bulgaria",20.53162,1.811049,22.69383,4.388278,,,,
1988,"Bulgaria",20.59925,1.526509,22.1194,3.61556,,,,
1989,"Bulgaria",20.51194,1.08368,21.41833,2.434308,,,,
1990,"Bulgaria",22.60882,1.017562,22.21615,2.153988,,,,
1991,"Bulgaria",25.18727,.9405293,25.95191,1.637286,,,,
1992,"Bulgaria",26.75603,.9994305,27.75949,1.961051,,,,
1993,"Bulgaria",27.69247,.8397312,29.16473,1.530176,4.907748,3.195198,1.472254,1.000614
1994,"Bulgaria",28.44181,.8545054,30.26354,1.569228,5.884122,3.120909,1.821736,1.023563
1995,"Bulgaria",29.41091,.8623431,31.48197,1.575043,6.454525,2.977944,2.07106,1.02093
1996,"Bulgaria",29.82063,.8854471,31.7033,1.626088,5.806631,3.059504,1.882672,1.045156
1997,"Bulgaria",30.41675,.9151971,31.96299,1.669645,4.698545,3.162183,1.546247,1.074086
1998,"Bulgaria",30.19976,.9414613,31.19239,1.696559,3.027649,3.370953,.9926261,1.090173
1999,"Bulgaria",29.76321,.9358314,30.38442,1.673306,1.885497,3.401047,.6212053,1.05642
2000,"Bulgaria",28.72361,.8964073,29.08711,1.621296,1.082479,3.491038,.3634942,1.024038
2001,"Bulgaria",27.7287,.8399977,28.03146,1.515587,.9234424,3.381559,.3027667,.9553972
2002,"Bulgaria",27.07049,.7838024,27.3955,1.463784,1.029623,3.36847,.3250055,.9313671
2003,"Bulgaria",26.71092,.7557181,27.126,1.410778,1.382475,3.271284,.4150781,.9021973
2004,"Bulgaria",27.36855,.7636101,27.88656,1.460818,1.705282,3.316797,.5180095,.943828
2005,"Bulgaria",27.98995,.799134,28.69103,1.50108,2.296793,3.225147,.7010831,.952261
2006,"Bulgaria",29.77986,.8594667,30.57317,1.627117,2.440332,3.342794,.7933056,1.053501
2007,"Bulgaria",30.9589,.9308949,31.87138,1.707518,2.712091,3.291615,.9124767,1.088397
2008,"Bulgaria",32.84346,.9823151,33.66231,1.794434,2.281379,3.316684,.8188517,1.148106
2009,"Bulgaria",33.72488,1.021529,34.48956,1.829905,2.070074,3.264214,.7646769,1.155928
2010,"Bulgaria",34.66436,1.036925,35.31112,1.874928,1.680858,3.332081,.6467558,1.196691
2011,"Bulgaria",34.86258,1.068334,35.47871,1.934932,1.568978,3.653414,.6161367,1.31543
2012,"Bulgaria",35.04681,1.118023,35.66239,2.031495,1.533539,4.057739,.6155776,1.460063
1994,"Burkina Faso",42.92067,2.030071,50.45083,5.035269,,,,
1995,"Burkina Faso",41.89792,1.944365,49.29706,4.744569,,,,
1996,"Burkina Faso",44.31486,1.873058,52.16622,4.661017,,,,
1997,"Burkina Faso",46.7318,1.996388,55.03538,5.041906,,,,
1998,"Burkina Faso",49.14873,2.283028,57.90454,5.796391,,,,
1999,"Burkina Faso",49.49633,2.28129,58.4924,5.911293,,,,
2000,"Burkina Faso",48.7976,2.041909,56.26863,5.120383,,,,
2001,"Burkina Faso",48.09886,1.91745,54.04486,4.565919,,,,
2002,"Burkina Faso",47.40013,1.930273,51.82109,4.339499,,,,
2003,"Burkina Faso",46.70139,2.077838,49.59731,4.491018,,,,
2004,"Burkina Faso",45.39695,1.961982,48.9197,4.319304,,,,
2005,"Burkina Faso",44.09252,1.913749,48.24208,4.33113,,,,
2006,"Burkina Faso",42.78808,1.938192,47.56446,4.525057,,,,
2007,"Burkina Faso",41.48364,2.032692,46.88685,4.879421,,,,
2008,"Burkina Faso",40.17921,2.188192,46.20923,5.36251,,,,
2009,"Burkina Faso",38.87477,2.392827,45.53162,5.943016,,,,
1992,"Burundi",32.5906,1.879073,38.00492,4.873964,,,,
1993,"Burundi",33.60938,1.765898,39.24495,4.596823,,,,
1994,"Burundi",34.62816,1.71561,40.48498,4.48975,,,,
1995,"Burundi",35.64694,1.733686,41.72501,4.564728,,,,
1996,"Burundi",36.66572,1.818091,42.96504,4.813257,,,,
1997,"Burundi",37.6845,1.960274,44.20507,5.210562,,,,
1998,"Burundi",38.70328,2.148798,45.4451,5.725756,,,,
1999,"Burundi",37.93889,1.998398,44.58148,5.311435,,,,
2000,"Burundi",37.1745,1.870849,43.71786,4.950275,,,,
2001,"Burundi",36.41012,1.771095,42.85424,4.654669,,,,
2002,"Burundi",35.64573,1.704024,41.99062,4.437736,,,,
2003,"Burundi",34.88134,1.673569,41.127,4.311367,,,,
2004,"Burundi",34.11695,1.681722,40.26338,4.283585,,,,
2005,"Burundi",33.35257,1.727936,39.39977,4.356278,,,,
2006,"Burundi",32.58818,1.809296,38.53614,4.524604,,,,
1994,"Cambodia",37.67439,2.006381,40.72911,8.095408,,,,
1995,"Cambodia",38.52504,1.80423,41.77205,7.390333,,,,
1996,"Cambodia",39.37568,1.861617,42.815,7.750422,,,,
1997,"Cambodia",40.22632,2.157933,43.85795,9.049403,,,,
1998,"Cambodia",40.33971,2.039348,43.98123,8.496449,,,,
1999,"Cambodia",40.4531,1.960932,44.10452,8.123334,,,,
2000,"Cambodia",40.56649,1.927595,44.2278,7.9554,,,,
2001,"Cambodia",40.67988,1.941659,44.35108,8.005571,,,,
2002,"Cambodia",40.79327,2.002127,44.47437,8.269877,,,,
2003,"Cambodia",40.90665,2.105003,44.59765,8.728889,,,,
2004,"Cambodia",41.02004,2.244463,44.72093,9.353988,,,,
2005,"Cambodia",40.4179,1.813716,43.95203,7.568759,,,,
2006,"Cambodia",39.81576,1.511562,43.18312,6.374471,,,,
2007,"Cambodia",39.21362,1.422454,42.41422,6.127021,,,,
2008,"Cambodia",38.80275,1.405537,42.00599,6.051903,,,,
2009,"Cambodia",38.68927,1.376285,41.84419,6.038455,,,,
1983,"Cameroon",47.63287,2.829308,55.85162,7.077075,,,,
1996,"Cameroon",43.0994,2.42471,50.64574,6.270781,,,,
1997,"Cameroon",42.87184,2.135966,49.90464,5.474675,,,,
1998,"Cameroon",42.64428,1.88912,49.16354,4.771431,,,,
1999,"Cameroon",42.41672,1.702497,48.42244,4.20787,,,,
2000,"Cameroon",42.18916,1.597346,47.68134,3.845895,,,,
2001,"Cameroon",41.96161,1.589914,46.94024,3.744431,,,,
2002,"Cameroon",42.09307,1.653568,47.73157,4.089667,,,,
2003,"Cameroon",41.1839,1.610561,47.04697,4.005808,,,,
2004,"Cameroon",40.27473,1.646659,46.36237,4.155119,,,,
2005,"Cameroon",39.36556,1.756992,45.67776,4.514524,,,,
2006,"Cameroon",38.45639,1.928862,44.99317,5.039268,,,,
2007,"Cameroon",37.54723,2.147546,44.30857,5.683742,,,,
1960,"Canada",24.16452,2.408167,36.94733,2.098308,,,,
1961,"Canada",23.8913,2.864181,36.44602,1.84135,,,,
1962,"Canada",24.10951,2.109838,36.5746,2.027412,,,,
1963,"Canada",23.60131,2.109198,35.81885,1.850201,,,,
1964,"Canada",23.77043,1.709278,35.69166,1.976623,,,,
1965,"Canada",23.39418,1.699267,34.80254,1.538784,,,,
1966,"Canada",24.25222,1.708249,34.97926,1.743298,,,,
1967,"Canada",24.9522,1.566231,34.65842,1.295884,,,,
1968,"Canada",26.55683,1.567339,35.72781,1.701607,,,,
1969,"Canada",28.01046,1.147249,36.62291,1.183457,,,,
1970,"Canada",29.53231,.8545056,38.53807,.9700779,,,,
1971,"Canada",31.6,.199592,41,.2,,,,
1972,"Canada",30.06257,.8538641,39.54678,1.159418,,,,
1973,"Canada",29.21605,1.111077,38.74822,1.605691,,,,
1974,"Canada",28.94655,.7374046,38.6748,1.074951,,,,
1975,"Canada",28.9,.172996,38.9,.3,25.73241,.5204295,10.01266,.2579962
1976,"Canada",28.63208,.2213001,38.53088,.349039,25.68876,.3787482,9.898795,.2074911
1977,"Canada",28.43528,.1859287,38.31752,.2908137,25.78913,.3296643,9.882248,.176954
1978,"Canada",28.29962,.191576,38.22426,.2923975,25.96304,.3301736,9.924639,.1756383
1979,"Canada",28.2098,.1788228,38.16089,.2561231,26.0759,.2964458,9.951093,.1520976
1980,"Canada",28.29062,.1867102,38.32945,.2453885,26.19033,.3124803,10.03883,.1510602
1981,"Canada",28.4,.245699,38.4,.3,26.02923,.6029792,9.991855,.2725006
1982,"Canada",28.51176,.1755252,39.32057,.24146,27.48831,.3021763,10.80881,.1542486
1983,"Canada",28.61541,.1555263,40.08161,.2454369,28.60638,.2567281,11.4662,.1495228
1984,"Canada",28.57139,.1552026,40.54124,.2577173,29.52426,.2623737,11.96986,.1599398
1985,"Canada",28.49696,.1830816,40.76191,.2853556,30.08837,.2908619,12.26495,.1737189
